germline	S61100	25.0
S61100	S60076	9.0
S60076	S62908	3.0
S60076	S62175	4.0
S62175	S63957	2.0
S63957	S60848	1.0
S62175	S62917	3.0
S60848	S62127	3.0
S60848	S163072	3.0
S60848	S61313	3.0
S163072	S61763	3.0
S62175	S64390	4.0
S62175	S64861	4.0
S62175	S63435	4.0
S63435	S60292	4.0
S60292	S63564	4.0
S61763	S62544	4.0
S62175	S63958	4.0
S62175	S160209	4.0
S62175	S59948	4.0
S62175	S63420	4.0
S63420	S165493	3.0
S165493	S64230	4.0
S64230	S159313	4.0
S62175	S64574	4.0
S62175	S60742	4.0
S62175	S62296	4.0
S62175	S63732	4.0
S64861	S61736	4.0
S59948	S63623	4.0
S62908	S64292	4.0
S59948	S63039	4.0
S62175	S64995	5.0
S62175	S63410	5.0
S62917	S61126	5.0
S62127	S63650	5.0
S60292	S63485	5.0
S62175	S61572	5.0
S62175	S63099	5.0
S60076	S61682	5.0
S60076	S59900	5.0
S62908	S63341	5.0
S61763	S62059	5.0
S63623	S159374	5.0
S64995	S60112	5.0
S62908	S63032	5.0
S60848	S60481	5.0
S61763	S60415	5.0
S62127	S60343	6.0
S64230	S62058	6.0
S62175	S61719	6.0
S62175	S60206	6.0
S62175	S62263	6.0
S62175	S61165	6.0
S62175	S64535	6.0
S64861	S61049	6.0
S62908	S160558	6.0
S64861	S64319	6.0
S63435	S62084	6.0
S61763	S62964	6.0
S63410	S63225	6.0
S62127	S161778	7.0
S62544	S161954	7.0
S64230	S63186	7.0
S63435	S64243	7.0
S60292	S63449	7.0
S62544	S60369	7.0
S62175	S62656	7.0
S62175	S64226	7.0
S61763	S61271	7.0
S64861	S63295	7.0
S64861	S63262	7.0
S63435	S64325	7.0
S64574	S63804	7.0
S64574	S60521	7.0
S60292	S63075	8.0
S60292	S63283	8.0
S64230	S61009	8.0
S62175	S63189	8.0
S62175	S63834	8.0
S62175	S62778	8.0
S61763	S160686	8.0
S64861	S60293	8.0
S60076	S62075	8.0
S61763	S60242	8.0
S60292	S63754	9.0
S60292	S62460	9.0
S64230	S64014	9.0
S62175	S64588	9.0
S62917	S60147	9.0
S61763	S62376	9.0
S64861	S63108	9.0
S64861	S61871	9.0
S63435	S16870	9.0
S63435	S61880	9.0
S62908	S64546	9.0
S60848	S62361	9.0
S63410	S62770	9.0
S62296	S61309	9.0
S62778	S62776	9.0
S62127	S64244	10.0
S62175	S162204	10.0
S62175	S63375	10.0
S64230	S62771	10.0
S64230	S60030	10.0
S64861	S62321	10.0
S63564	S63088	10.0
S60076	S63581	10.0
S63410	S62609	10.0
S63410	S63434	10.0
S60292	S62654	11.0
S62175	S60186	11.0
S63435	S62995	11.0
S61313	S63156	11.0
S59948	S63290	11.0
S63410	S63475	11.0
S64574	S62775	11.0
S63434	S61920	11.0
S62544	S62709	12.0
S64230	S61307	12.0
S62175	S60015	12.0
S62175	S62139	12.0
S62175	S63161	12.0
S60848	S61881	12.0
S163072	S61544	12.0
S61763	S60679	12.0
S59948	S62310	12.0
S63420	S63223	12.0
S63420	S64465	12.0
S62917	S64517	13.0
S60292	S61046	13.0
S62175	S63474	13.0
S63435	S63517	13.0
S62908	S63098	13.0
S62908	S61600	13.0
S61763	S61942	13.0
S61736	S62330	13.0
S63262	S62660	13.0
S62175	S63703	14.0
S62175	S63307	14.0
S60292	S63144	14.0
S60292	S64370	14.0
S59948	S63285	14.0
S63410	S62781	14.0
S63262	S61778	14.0
S64230	S60523	15.0
S61719	S62729	15.0
S60292	S61908	16.0
S64230	S62852	16.0
S62175	S63389	16.0
S62175	S62106	16.0
S62175	S63874	16.0
S59948	S62618	16.0
S60292	S63546	17.0
S64230	S62788	17.0
S62175	S63359	17.0
S60076	S62184	17.0
S62908	S61005	17.0
S59948	S62994	17.0
S60076	S160972	18.0
S64390	S62451	18.0
S63732	S62516	18.0
S62175	S64248	19.0
S64861	S60601	19.0
S60076	S61243	19.0
S60848	S62508	19.0
S63420	S62244	19.0
S63420	S62454	19.0
S60076	S62810	20.0
S60076	S60438	20.0
S60076	S64344	20.0
S63732	S60939	20.0
S60292	S64556	21.0
S60292	S63169	21.0
S62544	S64274	21.0
S62175	S62015	21.0
S62544	S60533	22.0
S63650	S62923	22.0
S64230	S63892	23.0
S62175	S62608	23.0
S62175	S63785	23.0
S62917	S62560	23.0
S62059	S61412	23.0
S62908	S62132	24.0
S60292	S62166	25.0
S165493	S62039	25.0
S62175	S60469	26.0
S62296	S64253	26.0
S64995	S64199	27.0
S59948	S60017	28.0
S161778	S61737	29.0
S60076	S64286	29.0
S60292	S64519	30.0
S62908	S64105	30.0
S62175	S64249	31.0
S63958	S61970	32.0
S161778	S62877	33.0
S60076	S62491	36.0
S62127	S62183	42.0
S62544	S62703	42.0
