germline	S13395	28.0
S13395	S13664	3.0
S13664	S13746	4.0
S13746	S13080	3.0
S13080	S12810	3.0
S13080	S12280	3.0
S13080	S15589	3.0
S13080	S14533	3.0
S13746	S15423	4.0
S13746	S11959	4.0
S11959	S16741	2.0
S11959	S14349	3.0
S11959	S12353	3.0
S13746	S15885	4.0
S13746	S15235	4.0
S13746	S12710	4.0
S12710	S13759	3.0
S13746	S13354	4.0
S13354	S14041	2.0
S13354	S15979	3.0
S13746	S12899	4.0
S13354	S14695	4.0
S11959	S12356	4.0
S11959	S16203	4.0
S12280	S15212	4.0
S13080	S14139	4.0
S13080	S14282	4.0
S14533	S14271	4.0
S14271	S15775	4.0
S14533	S13113	4.0
S13113	S14374	4.0
S13664	S14176	4.0
S14041	S12230	4.0
S14041	S13721	4.0
S14041	S14521	4.0
S13746	S14997	5.0
S13746	S13480	5.0
S13746	S14978	5.0
S13746	S15520	5.0
S15423	S15890	5.0
S11959	S12683	5.0
S11959	S14275	5.0
S11959	S13617	5.0
S13080	S14697	5.0
S13113	S11987	5.0
S15885	S14977	5.0
S13664	S16448	5.0
S13080	S16298	5.0
S13080	S13310	5.0
S13664	S13458	5.0
S14374	S16107	5.0
S13664	S11954	5.0
S13664	S12381	5.0
S12899	S14644	5.0
S14282	S15545	5.0
S13746	S13872	6.0
S13746	S12283	6.0
S11959	S13250	6.0
S15885	S13494	6.0
S13080	S12160	6.0
S13080	S15854	6.0
S16741	S12255	6.0
S12899	S15258	6.0
S13759	S15572	6.0
S13759	S12391	6.0
S13354	S15783	6.0
S15783	S15460	4.0
S11954	S15004	6.0
S11959	S13511	7.0
S11959	S15352	7.0
S11959	S13662	7.0
S15235	S15476	7.0
S14271	S12199	7.0
S13113	S13906	7.0
S13664	S12250	7.0
S12899	S12653	7.0
S13354	S14243	7.0
S14041	S12738	7.0
S13746	S12352	8.0
S12352	S12351	5.0
S13746	S15081	8.0
S11959	S14904	8.0
S11987	S16445	8.0
S13080	S16563	8.0
S15235	S16559	8.0
S15235	S2887	8.0
S14139	S15392	8.0
S14139	S15991	8.0
S15476	S13204	8.0
S14997	S15602	9.0
S13480	S15034	9.0
S11959	S13430	9.0
S13080	S13468	9.0
S12280	S13061	9.0
S15885	S12983	9.0
S15885	S16041	9.0
S16741	S12088	9.0
S15775	S13178	9.0
S13759	S15680	9.0
S14041	S16526	9.0
S16203	S11974	9.0
S14282	S16237	9.0
S16237	S12294	9.0
S15890	S15240	9.0
S13746	S12972	10.0
S13746	S15798	10.0
S13395	S15110	10.0
S15212	S12774	10.0
S15775	S14048	10.0
S13759	S12218	10.0
S13354	S13839	10.0
S13310	S12520	10.0
S15460	S15275	10.0
S11959	S15693	11.0
S11959	S14998	11.0
S13872	S13726	11.0
S12810	S15509	11.0
S15885	S15300	11.0
S16741	S14907	11.0
S16741	S13849	11.0
S14139	S13719	11.0
S12710	S13747	11.0
S13458	S12017	11.0
S13759	S13286	11.0
S13746	S14177	12.0
S13480	S16364	12.0
S13480	S15158	12.0
S11959	S13569	12.0
S11959	S15711	12.0
S11959	S13932	12.0
S13872	S15595	12.0
S12810	S12742	12.0
S13395	S14279	12.0
S15885	S15874	12.0
S15885	S16095	12.0
S15212	S12581	12.0
S14374	S12079	12.0
S15783	S15472	12.0
S11959	S14260	13.0
S15235	S15683	13.0
S14271	S15660	13.0
S13664	S15428	13.0
S12899	S16207	13.0
S11954	S16356	13.0
S13746	S13098	14.0
S11959	S12431	14.0
S11959	S14885	14.0
S11959	S14466	14.0
S11959	S15744	14.0
S16741	S16398	14.0
S12710	S13136	14.0
S12280	S16281	15.0
S15885	S14867	15.0
S13080	S12058	15.0
S12710	S12077	15.0
S13354	S15740	15.0
S11959	S15044	16.0
S13664	S12714	16.0
S11959	S12423	16.0
S15885	S13546	16.0
S12280	S16224	16.0
S15235	S12913	16.0
S15212	S13323	16.0
S14374	S15007	16.0
S15979	S14982	16.0
S14176	S16635	16.0
S15423	S15667	17.0
S13080	S16535	17.0
S14374	S15529	17.0
S12391	S13600	17.0
S13354	S14050	17.0
S13746	S13828	18.0
S13872	S14780	18.0
S15212	S16730	18.0
S14271	S14261	18.0
S13872	S12518	19.0
S15885	S16454	19.0
S15212	S14576	19.0
S15235	S16615	19.0
S13080	S14216	21.0
S12899	S12760	21.0
S16298	S12421	21.0
S13872	S16053	22.0
S15885	S15679	22.0
S14271	S13671	22.0
S12710	S13547	22.0
S14697	S13672	23.0
S13759	S16026	23.0
S14977	S12525	23.0
S13746	S12334	24.0
S15212	S16407	24.0
S12710	S13441	25.0
S13759	S15070	26.0
S12710	S16315	28.0
S16281	S12349	30.0
S15885	S13611	35.0
S16741	S14548	38.0
S15854	S13277	38.0
S13061	S12536	52.0
S15775	S12260	52.0
